Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Date,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude,Summer,Autumn,Winter,Spring
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2013,Jan 1 2013,10376,0,0,0,43.57,-103.48,278351,104262,34253,99276
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2014,Jan 1 2014,11553,5,3,0,43.57,-103.48,308821,106356,31870,99975
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2015,Jan 1 2015,16116,0,0,1,43.57,-103.48,335213,113472,38605,124908
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2016,Jan 1 2016,10734,9,8,0,43.57,-103.48,343889,122831,36293,114364
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2017,Jan 1 2017,11916,0,3,0,43.57,-103.48,349325,122264,39233,109102
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2018,Jan 1 2018,11916,2,0,0,43.57,-103.48,382636,125953,38706,109102
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2019,Jan 1 2019,11431,0,0,0,43.57,-103.48,363874,89683,36716,125077
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2020,Jan 1 2020,13641,2,0,0,43.57,-103.48,225486,103226,39659,80034
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2021,Jan 1 2021,14840,13,16,2,43.57,-103.48,395388,137499,39203,136911
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2012,Jan 1 2012,24766,32,109,69,44.6,-110.5,2340446,718738,70990,317555
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2013,Jan 1 2013,24699,64,202,63,44.6,-110.5,2161777,616654,73130,336469
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2014,Jan 1 2014,26778,42,170,79,44.6,-110.5,2301855,778105,73351,360173
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2015,Jan 1 2015,28091,128,144,89,44.6,-110.5,2615878,943275,82904,455653
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2016,Jan 1 2016,30621,192,125,108,44.6,-110.5,2675269,968468,86633,526807
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2017,Jan 1 2017,29518,154,93,89,44.6,-110.5,2682222,862523,83087,488692
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2018,Jan 1 2018,29179,118,141,104,44.6,-110.5,2565417,956379,85822,507382
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2019,Jan 1 2019,33896,96,198,27,44.6,-110.5,2537921,880085,91052,511230
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2020,Jan 1 2020,25234,118,336,64,44.6,-110.5,2410679,1221135,95757,78735
Yellowstone NP,Yellowstone National Park,Yellowstone,YELL,National Park,Intermountain,WY,2021,Jan 1 2021,35338,115,422,102,44.6,-110.5,2941456,1231884,109984,576918
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2012,Jan 1 2012,120496,1352,2120,834,37.83,-119.5,1811405,946559,359151,736289
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2013,Jan 1 2013,103910,1420,992,779,37.83,-119.5,1672616,901737,349829,767009
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2014,Jan 1 2014,112133,3423,2312,0,37.83,-119.5,1774183,1025652,360027,722780
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2015,Jan 1 2015,128318,6760,3260,642,37.83,-119.5,1808176,1054050,403875,884116
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2016,Jan 1 2016,139780,2969,1572,898,37.83,-119.5,2176792,1300658,502027,1049391
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2017,Jan 1 2017,120025,2673,1512,524,37.83,-119.5,1814945,1214033,366722,941190
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2018,Jan 1 2018,129432,551,428,908,37.83,-119.5,1489787,1101017,583932,834700
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2019,Jan 1 2019,116746,2946,3388,538,37.83,-119.5,1917240,1264201,377599,863821
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2020,Jan 1 2020,132742,2383,1760,884,37.83,-119.5,1112828,645187,417974,92324
Yosemite NP,Yosemite National Park,Yosemite,YOSE,National Park,Pacific West,CA,2021,Jan 1 2021,67284,0,0,0,37.83,-119.5,1371892,825854,324779,765070
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2012,Jan 1 2012,68202,547,554,167,37.3,-113.05,1127496,771624,213565,860922
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2013,Jan 1 2013,56972,377,451,105,37.3,-113.05,1091360,683900,197869,834258
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2014,Jan 1 2014,70862,773,669,124,37.3,-113.05,1196879,814570,247473,930774
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2015,Jan 1 2015,78318,1143,1007,179,37.3,-113.05,1393571,889557,282135,1083583
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2016,Jan 1 2016,84145,1350,720,184,37.3,-113.05,1622358,1143012,326093,1203664
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2017,Jan 1 2017,88561,1120,515,85,37.3,-113.05,1639285,1157386,337996,1370145
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2018,Jan 1 2018,107960,1987,1120,170,37.3,-113.05,1501229,1078132,383544,1357128
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2019,Jan 1 2019,98828,1574,1649,2,37.3,-113.05,1760020,1157227,372803,1198218
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2020,Jan 1 2020,126994,1906,1531,96,37.3,-113.05,1277126,1400182,487956,425990
Zion NP,Zion National Park,Zion,ZION,National Park,Intermountain,UT,2021,Jan 1 2021,172747,3086,4891,233,37.3,-113.05,1724223,1261119,544962,1509531
