Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Month,Date,Season,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,6,Jun 1 2020,Summer,60989,0,0,0,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,7,Jul 1 2020,Summer,101797,5113,1005,4219,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,8,Aug 1 2020,Summer,95540,6001,1231,4584,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,9,Sep 1 2020,Autumn,42936,2970,576,1190,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,10,Oct 1 2020,Autumn,40030,1924,537,799,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,11,Nov 1 2020,Autumn,21121,1075,388,38,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,12,Dec 1 2020,Winter,8239,159,73,1,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,1,Jan 1 2021,Winter,27701,0,0,2,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,2,Feb 1 2021,Winter,21653,328,121,0,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,3,Mar 1 2021,Spring,18571,598,235,9,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,4,Apr 1 2021,Spring,37148,1561,814,46,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,5,May 1 2021,Spring,82199,12008,4652,1451,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,6,Jun 1 2021,Summer,104953,27303,10780,2584,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,7,Jul 1 2021,Summer,117408,45554,10367,3719,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,8,Aug 1 2021,Summer,77706,33571,6974,2531,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,9,Sep 1 2021,Autumn,23595,13540,2951,1900,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,10,Oct 1 2021,Autumn,10991,178,172,0,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,11,Nov 1 2021,Autumn,27376,674,544,55,36.8,-118.55
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,12,Dec 1 2021,Winter,13617,296,232,0,36.8,-118.55
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,1,Jan 1 2012,Winter,6702,39,27,77,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,2,Feb 1 2012,Winter,5970,105,12,269,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,3,Mar 1 2012,Spring,1758,18,12,64,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,4,Apr 1 2012,Spring,9867,42,18,44,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,5,May 1 2012,Spring,28548,1017,540,67,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,6,Jun 1 2012,Summer,56793,7254,4341,485,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,7,Jul 1 2012,Summer,98098,19245,8148,1640,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,8,Aug 1 2012,Summer,91293,9996,3444,971,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,9,Sep 1 2012,Autumn,59874,9030,3693,468,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,10,Oct 1 2012,Autumn,35415,1986,990,29,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,11,Nov 1 2012,Autumn,6531,69,6,49,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,12,Dec 1 2012,Winter,6804,36,3,10,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,1,Jan 1 2013,Winter,14298,24,9,78,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,2,Feb 1 2013,Winter,7611,75,78,158,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,3,Mar 1 2013,Spring,5847,48,15,247,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,4,Apr 1 2013,Spring,9906,126,12,113,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,5,May 1 2013,Spring,26468,1179,507,272,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,6,Jun 1 2013,Summer,67368,7677,4818,957,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,7,Jul 1 2013,Summer,102986,19341,8850,1636,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,8,Aug 1 2013,Summer,104876,18156,6348,1453,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,9,Sep 1 2013,Autumn,64968,7527,4665,874,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,10,Oct 1 2013,Autumn,7086,237,288,44,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,11,Nov 1 2013,Autumn,11246,24,6,73,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,12,Dec 1 2013,Winter,4749,21,24,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,1,Jan 1 2014,Winter,5787,42,24,16,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,2,Feb 1 2014,Winter,5835,78,18,16,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,3,Mar 1 2014,Spring,8472,15,75,104,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,4,Apr 1 2014,Spring,8434,27,45,112,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,5,May 1 2014,Spring,29121,2043,1068,387,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,6,Jun 1 2014,Summer,66774,9081,4947,937,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,7,Jul 1 2014,Summer,98926,18594,8028,1664,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,8,Aug 1 2014,Summer,93162,16803,6210,1339,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,9,Sep 1 2014,Autumn,62349,7506,4827,1008,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,10,Oct 1 2014,Autumn,33405,2025,1590,217,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,11,Nov 1 2014,Autumn,10392,117,78,45,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,12,Dec 1 2014,Winter,10320,3,144,53,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,1,Jan 1 2015,Winter,9084,51,108,120,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,2,Feb 1 2015,Winter,7212,87,45,275,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,3,Mar 1 2015,Spring,8262,120,66,152,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,4,Apr 1 2015,Spring,10980,105,72,143,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,5,May 1 2015,Spring,31023,2157,984,1056,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,6,Jun 1 2015,Summer,63211,21882,5583,1453,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,7,Jul 1 2015,Summer,106868,19389,7791,2194,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,8,Aug 1 2015,Summer,106166,17877,6432,2073,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,9,Sep 1 2015,Autumn,70956,9483,4950,1407,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,10,Oct 1 2015,Autumn,37395,2520,2259,237,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,11,Nov 1 2015,Autumn,8829,72,42,26,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,12,Dec 1 2015,Winter,8106,51,90,34,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,1,Jan 1 2016,Winter,9627,39,102,70,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,2,Feb 1 2016,Winter,8730,54,102,263,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,3,Mar 1 2016,Spring,8967,69,87,128,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,4,Apr 1 2016,Spring,12294,60,111,125,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,5,May 1 2016,Spring,29355,1059,576,439,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,6,Jun 1 2016,Summer,74193,8568,4902,898,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,7,Jul 1 2016,Summer,120958,19101,7974,2827,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,8,Aug 1 2016,Summer,105114,18255,6333,1859,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,9,Sep 1 2016,Autumn,88631,10662,5937,2032,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,10,Oct 1 2016,Autumn,64396,1785,1359,330,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,11,Nov 1 2016,Autumn,8373,69,69,45,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,12,Dec 1 2016,Winter,5430,21,81,41,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,1,Jan 1 2017,Winter,9231,57,93,98,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,2,Feb 1 2017,Winter,7203,138,15,96,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,3,Mar 1 2017,Spring,7002,84,60,92,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,4,Apr 1 2017,Spring,10518,66,117,166,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,5,May 1 2017,Spring,31173,1176,624,171,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,6,Jun 1 2017,Summer,58880,7284,5076,356,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,7,Jul 1 2017,Summer,122834,15291,6714,1468,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,8,Aug 1 2017,Summer,111514,19191,8556,2220,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,9,Sep 1 2017,Autumn,88592,11058,6204,1899,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,10,Oct 1 2017,Autumn,40581,2361,2199,70,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,11,Nov 1 2017,Autumn,10335,33,54,43,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,12,Dec 1 2017,Winter,9393,33,18,45,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,1,Jan 1 2018,Winter,10263,90,33,94,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,2,Feb 1 2018,Winter,7194,81,84,113,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,3,Mar 1 2018,Spring,7773,111,24,36,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,4,Apr 1 2018,Spring,21216,27,84,181,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,5,May 1 2018,Spring,34144,1374,729,303,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,6,Jun 1 2018,Summer,75220,8472,4902,1138,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,7,Jul 1 2018,Summer,114368,20406,8418,2360,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,8,Aug 1 2018,Summer,91422,17268,6948,1594,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,9,Sep 1 2018,Autumn,75514,9816,5178,1247,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,10,Oct 1 2018,Autumn,45236,2001,1491,207,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,11,Nov 1 2018,Autumn,9480,81,123,30,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,12,Dec 1 2018,Winter,7605,6,24,17,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,1,Jan 1 2019,Winter,8646,3,3,7,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,2,Feb 1 2019,Winter,6561,6,15,2,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,3,Mar 1 2019,Spring,7944,0,0,121,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,4,Apr 1 2019,Spring,12477,27,48,58,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,5,May 1 2019,Spring,25170,768,501,39,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,6,Jun 1 2019,Summer,63803,8736,5238,791,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,7,Jul 1 2019,Summer,105535,17697,9111,2276,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,8,Aug 1 2019,Summer,98109,17976,7383,2383,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,9,Sep 1 2019,Autumn,75502,9456,5937,647,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,10,Oct 1 2019,Autumn,88428,1824,1341,285,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,11,Nov 1 2019,Autumn,12879,363,270,61,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,12,Dec 1 2019,Winter,11985,0,69,15,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,1,Jan 1 2020,Winter,10770,15,129,27,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,2,Feb 1 2020,Winter,11655,48,114,79,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,3,Mar 1 2020,Spring,6933,12,48,6,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,4,Apr 1 2020,Spring,0,0,0,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,5,May 1 2020,Spring,3108,0,0,73,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,6,Jun 1 2020,Summer,83355,11949,5625,1629,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,7,Jul 1 2020,Summer,135668,23562,8811,2286,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,8,Aug 1 2020,Summer,120112,19566,9378,417,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,9,Sep 1 2020,Autumn,67992,11187,5868,385,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,10,Oct 1 2020,Autumn,72363,3615,2346,189,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,11,Nov 1 2020,Autumn,16947,219,213,9,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,12,Dec 1 2020,Winter,13371,66,222,87,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,1,Jan 1 2021,Winter,10455,72,174,82,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,2,Feb 1 2021,Winter,8616,66,297,99,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,3,Mar 1 2021,Spring,8847,36,270,41,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,4,Apr 1 2021,Spring,18873,195,357,127,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,5,May 1 2021,Spring,53906,3441,2388,301,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,6,Jun 1 2021,Summer,105549,14886,8301,1143,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,7,Jul 1 2021,Summer,120113,18537,7410,1222,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,8,Aug 1 2021,Summer,558,1485,795,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,9,Sep 1 2021,Autumn,0,0,0,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,10,Oct 1 2021,Autumn,14856,1308,618,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,11,Nov 1 2021,Autumn,11484,159,165,0,40.49,-121.51
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,12,Dec 1 2021,Winter,6378,0,39,19,40.49,-121.51
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,1,Jan 1 2012,Winter,7845,20,0,82,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,2,Feb 1 2012,Winter,9473,32,0,235,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,3,Mar 1 2012,Spring,43189,2604,1104,613,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,4,Apr 1 2012,Spring,59442,3948,1756,721,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,5,May 1 2012,Spring,48640,4288,1296,734,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,6,Jun 1 2012,Summer,73889,6760,1356,730,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,7,Jul 1 2012,Summer,97663,5560,1048,158,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,8,Aug 1 2012,Summer,63890,3452,1656,334,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,9,Sep 1 2012,Autumn,34673,3196,1200,529,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,10,Oct 1 2012,Autumn,37098,3656,1696,694,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,11,Nov 1 2012,Autumn,20067,532,536,384,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,12,Dec 1 2012,Winter,12185,48,4,134,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,1,Jan 1 2013,Winter,7795,40,12,98,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,2,Feb 1 2013,Winter,8393,0,0,167,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,3,Mar 1 2013,Spring,44118,1612,600,310,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,4,Apr 1 2013,Spring,48492,2264,1628,625,37.18,-86.1
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,5,May 1 2013,Spring,48245,4100,1576,611,37.18,-86.1
